timestamp,messageType,latencyMs,statusCode,roomId
1770672188249,TEXT,35,OK,1
1770672188249,TEXT,35,OK,2
1770672188249,TEXT,35,OK,1
1770672188249,TEXT,35,OK,2
1770672188254,TEXT,31,OK,1
1770672188254,JOIN,32,OK,2
1770672188253,TEXT,32,OK,4
1770672188249,TEXT,36,OK,2
1770672188261,TEXT,24,OK,3
1770672188261,JOIN,26,OK,5
1770672188256,TEXT,31,OK,1
1770672188261,TEXT,29,OK,4
1770672188263,TEXT,28,OK,5
1770672188275,TEXT,25,OK,3
1770672188273,LEAVE,29,OK,1
1770672188273,TEXT,29,OK,3
1770672188275,TEXT,28,OK,4
1770672188275,TEXT,28,OK,3
1770672188273,TEXT,31,OK,3
1770672188273,TEXT,32,OK,5
1770672188275,LEAVE,36,OK,4
1770672188285,TEXT,27,OK,1
1770672188275,TEXT,39,OK,6
1770672188285,TEXT,30,OK,1
1770672188285,TEXT,30,OK,2
1770672188285,TEXT,30,OK,6
1770672188285,TEXT,30,OK,11
1770672188275,TEXT,103,OK,7
1770672188287,TEXT,90,OK,5
1770672188279,TEXT,99,OK,7
1770672188311,TEXT,67,OK,16
1770672188303,TEXT,75,OK,8
1770672188286,TEXT,92,OK,11
1770672188312,TEXT,66,OK,10
1770672188275,TEXT,103,OK,6
1770672188275,TEXT,103,OK,7
1770672188311,TEXT,70,OK,11
1770672188303,TEXT,78,OK,1
1770672188291,TEXT,90,OK,4
1770672188286,TEXT,95,OK,4
1770672188292,TEXT,89,OK,12
1770672188311,TEXT,70,OK,4
1770672188306,TEXT,75,OK,14
1770672188305,TEXT,76,OK,15
1770672188286,TEXT,96,OK,2
1770672188293,TEXT,88,OK,9
1770672188312,TEXT,69,OK,1
1770672188315,TEXT,66,OK,6
1770672188303,LEAVE,78,OK,10
1770672188290,TEXT,92,OK,9
1770672188316,TEXT,65,OK,11
1770672188315,TEXT,66,OK,1
1770672188288,TEXT,95,OK,1
1770672188315,TEXT,69,OK,6
1770672188307,TEXT,76,OK,10
1770672188303,TEXT,81,OK,4
1770672188303,TEXT,81,OK,3
1770672188316,TEXT,68,OK,12
1770672188313,TEXT,72,OK,7
1770672188315,TEXT,70,OK,16
1770672188315,TEXT,70,OK,8
1770672188315,TEXT,70,OK,14
1770672188316,TEXT,69,OK,6
1770672188313,TEXT,73,OK,5
1770672188315,JOIN,70,OK,15
1770672188294,TEXT,93,OK,5
1770672188318,TEXT,75,OK,10
1770672188300,TEXT,92,OK,3
1770672188286,TEXT,107,OK,9
1770672188286,TEXT,107,OK,2
1770672188286,TEXT,107,OK,4
1770672188288,TEXT,104,OK,8
1770672188285,TEXT,108,OK,2
1770672188304,TEXT,89,OK,3
1770672188286,TEXT,107,OK,9
1770672188309,TEXT,84,OK,13
1770672188286,TEXT,107,OK,8
1770672188306,TEXT,88,OK,6
1770672188303,TEXT,91,OK,12
1770672188315,TEXT,79,OK,11
1770672188288,TEXT,107,OK,12
1770672188286,TEXT,108,OK,3
1770672188306,TEXT,89,OK,5
1770672188315,TEXT,79,OK,2
1770672188286,TEXT,109,OK,1
1770672188316,LEAVE,78,OK,10
1770672188292,TEXT,102,OK,5
1770672188303,TEXT,91,OK,3
1770672188285,TEXT,109,OK,2
1770672188307,TEXT,89,OK,8
1770672188288,TEXT,108,OK,9
1770672188296,TEXT,100,OK,13
1770672188308,TEXT,88,OK,13
1770672188375,TEXT,27,OK,17
1770672188378,TEXT,26,OK,11
1770672188378,JOIN,27,OK,7
1770672188379,TEXT,26,OK,15
1770672188378,TEXT,27,OK,5
1770672188379,TEXT,26,OK,11
1770672188378,TEXT,27,OK,7
1770672188378,TEXT,27,OK,16
1770672188378,TEXT,27,OK,8
1770672188379,TEXT,26,OK,7
1770672188382,TEXT,32,OK,20
1770672188381,TEXT,33,OK,12
1770672188382,LEAVE,33,OK,2
1770672188382,TEXT,32,OK,16
1770672188381,TEXT,33,OK,4
1770672188382,TEXT,33,OK,16
1770672188382,TEXT,34,OK,15
1770672188382,JOIN,33,OK,13
1770672188382,TEXT,33,OK,1
1770672188382,TEXT,34,OK,4
1770672188384,TEXT,33,OK,3
1770672188382,TEXT,35,OK,17
1770672188381,TEXT,36,OK,4
1770672188382,TEXT,35,OK,9
1770672188381,TEXT,36,OK,1
1770672188382,LEAVE,36,OK,14
1770672188382,TEXT,35,OK,10
1770672188384,TEXT,33,OK,6
1770672188384,TEXT,33,OK,10
1770672188384,TEXT,33,OK,4
1770672188378,TEXT,39,OK,6
1770672188382,TEXT,35,OK,18
1770672188384,TEXT,33,OK,1
1770672188382,TEXT,36,OK,9
1770672188382,JOIN,36,OK,1
1770672188382,TEXT,36,OK,6
1770672188382,TEXT,36,OK,11
1770672188378,TEXT,39,OK,7
1770672188381,TEXT,36,OK,11
1770672188378,TEXT,39,OK,10
1770672188405,TEXT,23,OK,5
1770672188393,TEXT,35,OK,4
1770672188393,TEXT,35,OK,2
1770672188393,TEXT,35,OK,8
1770672188395,TEXT,34,OK,12
1770672188386,TEXT,43,OK,14
1770672188386,TEXT,43,OK,14
1770672188395,TEXT,34,OK,1
1770672188386,TEXT,42,OK,15
1770672188393,TEXT,35,OK,9
1770672188397,TEXT,32,OK,16
1770672188393,TEXT,35,OK,8
1770672188395,TEXT,35,OK,12
1770672188389,TEXT,41,OK,17
1770672188395,TEXT,35,OK,3
1770672188395,TEXT,35,OK,5
1770672188384,TEXT,46,OK,12
1770672188384,TEXT,46,OK,18
1770672188396,TEXT,34,OK,9
1770672188397,TEXT,33,OK,19
1770672188396,TEXT,34,OK,14
1770672188397,TEXT,33,OK,20
1770672188386,TEXT,44,OK,16
1770672188393,TEXT,37,OK,2
1770672188393,TEXT,37,OK,3
1770672188395,TEXT,35,OK,3
1770672188393,TEXT,37,OK,3
1770672188395,TEXT,36,OK,11
1770672188386,TEXT,45,OK,7
1770672188386,TEXT,45,OK,15
1770672188394,LEAVE,37,OK,12
1770672188393,TEXT,37,OK,9
1770672188386,TEXT,45,OK,8
1770672188395,TEXT,36,OK,2
1770672188396,TEXT,35,OK,8
1770672188396,TEXT,35,OK,13
1770672188397,TEXT,35,OK,13
1770672188395,TEXT,37,OK,10
1770672188393,TEXT,38,OK,13
1770672188386,TEXT,46,OK,6
1770672188395,TEXT,36,OK,18
1770672188386,TEXT,45,OK,5
1770672188393,TEXT,38,OK,10
1770672188401,TEXT,31,OK,19
1770672188394,TEXT,38,OK,17
1770672188395,TEXT,37,OK,6
1770672188398,TEXT,34,OK,20
1770672188397,TEXT,34,OK,18
1770672188405,TEXT,26,OK,11
1770672188395,JOIN,37,OK,2
1770672188395,TEXT,37,OK,5
1770672188402,TEXT,29,OK,17
1770672188405,TEXT,26,OK,7
1770672188401,TEXT,31,OK,19
1770672188403,TEXT,29,OK,18
1770672188406,TEXT,26,OK,7
1770672188406,TEXT,26,OK,16
1770672188387,TEXT,45,OK,5
1770672188405,TEXT,26,OK,15
1770672188399,TEXT,33,OK,19
1770672188401,TEXT,31,OK,20
1770672188398,TEXT,34,OK,17
1770672188404,TEXT,28,OK,20
1770672188404,TEXT,28,OK,19
1770672188405,TEXT,26,OK,11
1770672188400,TEXT,32,OK,13
1770672188399,TEXT,33,OK,14
1770672188403,TEXT,29,OK,15
1770672188406,TEXT,32,OK,8
1770672188406,JOIN,32,OK,7
1770672188415,TEXT,31,OK,4
1770672188415,TEXT,31,OK,2
1770672188416,LEAVE,30,OK,1
1770672188415,TEXT,30,OK,16
1770672188415,TEXT,31,OK,20
1770672188416,TEXT,31,OK,15
1770672188418,TEXT,29,OK,3
1770672188416,TEXT,31,OK,13
1770672188415,TEXT,32,OK,12
1770672188415,TEXT,33,OK,16
1770672188416,TEXT,32,OK,4
1770672188418,TEXT,30,OK,4
1770672188418,TEXT,30,OK,17
1770672188418,TEXT,30,OK,9
1770672188418,TEXT,35,OK,9
1770672188418,TEXT,35,OK,6
1770672188418,TEXT,35,OK,1
1770672188418,TEXT,36,OK,4
1770672188418,LEAVE,36,OK,1
1770672188418,TEXT,38,OK,18
1770672188418,TEXT,38,OK,6
1770672188418,TEXT,38,OK,10
1770672188418,TEXT,38,OK,14
1770672188418,TEXT,38,OK,6
1770672188418,TEXT,38,OK,1
1770672188418,TEXT,38,OK,10
1770672188429,TEXT,29,OK,4
1770672188429,TEXT,29,OK,5
1770672188429,TEXT,31,OK,8
1770672188418,TEXT,43,OK,11
1770672188431,TEXT,30,OK,2
1770672188431,TEXT,30,OK,3
1770672188429,TEXT,31,OK,2
1770672188431,TEXT,30,OK,3
1770672188431,TEXT,30,OK,20
1770672188429,JOIN,31,OK,16
1770672188429,TEXT,31,OK,8
1770672188431,LEAVE,30,OK,16
1770672188430,TEXT,31,OK,17
1770672188431,TEXT,30,OK,12
1770672188431,TEXT,30,OK,9
1770672188430,TEXT,31,OK,3
1770672188429,TEXT,33,OK,1
1770672188431,TEXT,31,OK,2
1770672188432,TEXT,30,OK,11
1770672188431,TEXT,32,OK,11
1770672188431,TEXT,31,OK,7
1770672188432,TEXT,30,OK,7
1770672188429,TEXT,33,OK,9
1770672188429,TEXT,34,OK,12
1770672188432,LEAVE,31,OK,7
1770672188431,TEXT,32,OK,8
1770672188429,TEXT,35,OK,14
1770672188432,TEXT,32,OK,18
1770672188430,TEXT,34,OK,5
1770672188431,TEXT,33,OK,3
1770672188432,TEXT,32,OK,5
1770672188432,TEXT,33,OK,10
1770672188432,TEXT,32,OK,17
1770672188432,LEAVE,33,OK,19
1770672188432,TEXT,33,OK,20
1770672188418,TEXT,47,OK,10
1770672188418,TEXT,47,OK,11
1770672188429,TEXT,36,OK,15
1770672188429,TEXT,36,OK,14
1770672188430,TEXT,34,OK,12
1770672188431,TEXT,34,OK,19
1770672188431,TEXT,34,OK,9
1770672188430,TEXT,34,OK,12
1770672188418,TEXT,47,OK,7
1770672188431,TEXT,34,OK,14
1770672188431,TEXT,34,OK,15
1770672188431,TEXT,34,OK,18
1770672188432,TEXT,33,OK,20
1770672188433,TEXT,32,OK,14
1770672188432,TEXT,33,OK,6
1770672188432,TEXT,33,OK,18
1770672188432,TEXT,33,OK,19
1770672188432,TEXT,33,OK,16
1770672188432,TEXT,33,OK,11
1770672188432,TEXT,33,OK,15
1770672188432,TEXT,33,OK,18
1770672188432,TEXT,33,OK,8
1770672188432,TEXT,33,OK,5
1770672188432,TEXT,33,OK,17
1770672188432,TEXT,33,OK,10
1770672188432,TEXT,33,OK,13
1770672188432,TEXT,33,OK,13
1770672188432,JOIN,33,OK,13
1770672188432,TEXT,33,OK,5
1770672188432,TEXT,34,OK,19
1770672188432,TEXT,34,OK,17
1770672188432,TEXT,34,OK,19
1770672188432,JOIN,34,OK,6
1770672188432,TEXT,34,OK,2
1770672188432,TEXT,34,OK,20
1770672188433,TEXT,34,OK,15
1770672188432,JOIN,34,OK,13
1770672188438,TEXT,28,OK,8
1770672188456,TEXT,29,OK,6
1770672188456,TEXT,29,OK,18
1770672188454,TEXT,31,OK,1
1770672188454,TEXT,31,OK,4
1770672188453,TEXT,32,OK,6
1770672188453,TEXT,32,OK,9
1770672188453,TEXT,32,OK,1
1770672188448,TEXT,37,OK,17
1770672188447,TEXT,38,OK,13
1770672188448,TEXT,38,OK,16
1770672188448,TEXT,38,OK,4
1770672188446,TEXT,39,OK,16
1770672188447,TEXT,39,OK,20
1770672188447,TEXT,38,OK,3
1770672188447,TEXT,39,OK,15
1770672188446,TEXT,40,OK,1
1770672188447,TEXT,39,OK,12
1770672188446,TEXT,40,OK,2
1770672188446,TEXT,40,OK,4
1770672188448,TEXT,38,OK,9
1770672188438,TEXT,48,OK,7
1770672188448,TEXT,38,OK,4
1770672188459,TEXT,28,OK,4
1770672188461,TEXT,26,OK,8
1770672188461,TEXT,26,OK,2
1770672188459,TEXT,28,OK,5
1770672188461,TEXT,26,OK,2
1770672188461,TEXT,26,OK,3
1770672188461,LEAVE,26,OK,3
1770672188461,TEXT,26,OK,11
1770672188461,TEXT,26,OK,20
1770672188456,TEXT,31,OK,6
1770672188456,LEAVE,35,OK,1
1770672188456,TEXT,35,OK,14
1770672188456,TEXT,35,OK,10
1770672188456,TEXT,35,OK,10
1770672188486,TEXT,17,OK,1
1770672188486,TEXT,25,OK,1
1770672188487,TEXT,24,OK,5
1770672188463,TEXT,49,OK,11
1770672188463,JOIN,49,OK,7
1770672188462,TEXT,49,OK,1
1770672188462,TEXT,50,OK,9
1770672188461,TEXT,50,OK,8
1770672188462,TEXT,50,OK,3
1770672188463,TEXT,49,OK,9
1770672188463,TEXT,49,OK,2
1770672188464,TEXT,48,OK,7
1770672188465,TEXT,48,OK,5
1770672188463,TEXT,49,OK,12
1770672188465,TEXT,48,OK,5
1770672188465,TEXT,48,OK,3
1770672188486,TEXT,27,OK,12
1770672188461,TEXT,52,OK,16
1770672188486,TEXT,27,OK,15
1770672188486,TEXT,27,OK,4
1770672188461,TEXT,52,OK,16
1770672188486,TEXT,27,OK,9
1770672188464,JOIN,49,OK,14
1770672188464,TEXT,49,OK,18
1770672188486,TEXT,27,OK,2
1770672188466,TEXT,47,OK,8
1770672188486,TEXT,27,OK,9
1770672188462,TEXT,51,OK,17
1770672188488,LEAVE,26,OK,11
1770672188466,TEXT,47,OK,5
1770672188487,TEXT,26,OK,4
1770672188486,TEXT,27,OK,6
1770672188462,LEAVE,51,OK,12
1770672188466,TEXT,48,OK,13
1770672188466,TEXT,48,OK,13
1770672188466,TEXT,48,OK,13
1770672188465,TEXT,48,OK,12
1770672188487,TEXT,26,OK,8
1770672188488,TEXT,26,OK,2
1770672188486,TEXT,27,OK,4
1770672188467,TEXT,47,OK,2
1770672188466,TEXT,48,OK,16
1770672188467,TEXT,47,OK,6
1770672188465,TEXT,49,OK,9
1770672188463,LEAVE,52,OK,11
1770672188464,TEXT,51,OK,8
1770672188486,TEXT,29,OK,4
1770672188465,TEXT,49,OK,6
1770672188465,TEXT,50,OK,10
1770672188466,TEXT,49,OK,19
1770672188463,LEAVE,52,OK,7
1770672188465,TEXT,50,OK,7
1770672188466,TEXT,49,OK,18
1770672188486,TEXT,29,OK,6
1770672188486,TEXT,29,OK,3
1770672188466,TEXT,49,OK,15
1770672188486,TEXT,29,OK,1
1770672188466,TEXT,49,OK,18
1770672188487,TEXT,29,OK,4
1770672188488,TEXT,27,OK,6
1770672188466,JOIN,49,OK,11
1770672188467,TEXT,48,OK,8
1770672188466,TEXT,49,OK,5
1770672188486,TEXT,29,OK,16
1770672188466,TEXT,49,OK,10
1770672188466,TEXT,49,OK,17
1770672188466,TEXT,49,OK,19
1770672188466,TEXT,49,OK,19
1770672188466,TEXT,49,OK,17
1770672188467,LEAVE,51,OK,20
1770672188486,TEXT,31,OK,16
1770672188486,TEXT,31,OK,13
1770672188487,TEXT,30,OK,2
1770672188467,TEXT,51,OK,15
1770672188488,TEXT,30,OK,3
1770672188488,TEXT,30,OK,3
1770672188492,TEXT,26,OK,1
1770672188504,TEXT,19,OK,1
1770672188465,TEXT,58,OK,17
1770672188486,TEXT,37,OK,17
1770672188486,TEXT,37,OK,7
1770672188467,TEXT,57,OK,13
1770672188486,TEXT,37,OK,20
1770672188488,TEXT,36,OK,20
1770672188465,TEXT,58,OK,15
1770672188465,TEXT,58,OK,19
1770672188465,TEXT,58,OK,20
1770672188465,TEXT,58,OK,10
1770672188465,TEXT,58,OK,14
1770672188465,TEXT,58,OK,18
1770672188465,TEXT,59,OK,20
1770672188465,TEXT,59,OK,14
1770672188465,TEXT,59,OK,19
1770672188465,TEXT,59,OK,12
1770672188465,TEXT,59,OK,14
1770672188465,TEXT,59,OK,11
1770672188465,TEXT,59,OK,15
1770672188492,TEXT,33,OK,14
1770672188486,TEXT,39,OK,18
1770672188492,TEXT,33,OK,10
1770672188492,TEXT,33,OK,10
1770672188512,TEXT,18,OK,1
1770672188514,TEXT,26,OK,2
1770672188514,TEXT,26,OK,11
1770672188514,TEXT,26,OK,6
1770672188515,TEXT,25,OK,4
1770672188514,TEXT,26,OK,2
1770672188514,LEAVE,26,OK,4
1770672188514,TEXT,26,OK,4
1770672188512,JOIN,28,OK,2
1770672188514,TEXT,26,OK,4
1770672188512,TEXT,28,OK,5
1770672188513,TEXT,33,OK,12
1770672188518,TEXT,29,OK,3
1770672188513,TEXT,33,OK,15
1770672188512,TEXT,35,OK,9
1770672188512,TEXT,35,OK,8
1770672188518,TEXT,29,OK,3
1770672188524,TEXT,23,OK,17
1770672188512,TEXT,35,OK,7
1770672188518,TEXT,29,OK,2
1770672188514,LEAVE,33,OK,9
1770672188512,TEXT,35,OK,11
1770672188512,TEXT,35,OK,1
1770672188514,TEXT,33,OK,16
1770672188514,TEXT,34,OK,8
1770672188512,TEXT,35,OK,9
1770672188512,TEXT,35,OK,3
1770672188513,LEAVE,34,OK,12
1770672188515,TEXT,32,OK,15
1770672188516,TEXT,32,OK,8
1770672188512,JOIN,35,OK,7
1770672188516,TEXT,32,OK,11
1770672188518,TEXT,30,OK,16
1770672188518,LEAVE,30,OK,13
1770672188524,TEXT,24,OK,20
1770672188514,TEXT,34,OK,9
1770672188516,TEXT,32,OK,16
1770672188524,TEXT,24,OK,1
1770672188514,TEXT,34,OK,5
1770672188519,TEXT,29,OK,1
1770672188515,TEXT,32,OK,3
1770672188515,TEXT,32,OK,6
1770672188515,TEXT,32,OK,1
1770672188514,TEXT,34,OK,12
1770672188514,TEXT,34,OK,6
1770672188514,TEXT,34,OK,13
1770672188513,TEXT,34,OK,5
1770672188513,TEXT,34,OK,5
1770672188514,TEXT,34,OK,2
1770672188513,TEXT,35,OK,3
1770672188514,TEXT,34,OK,8
1770672188514,TEXT,34,OK,13
1770672188514,TEXT,34,OK,13
1770672188515,TEXT,34,OK,9
1770672188516,TEXT,34,OK,4
1770672188524,TEXT,26,OK,17
1770672188515,TEXT,34,OK,7
1770672188516,TEXT,34,OK,6
1770672188524,TEXT,27,OK,20
1770672188531,JOIN,20,OK,1
1770672188514,TEXT,37,OK,18
1770672188514,LEAVE,38,OK,16
1770672188524,LEAVE,27,OK,7
1770672188525,TEXT,30,OK,10
1770672188525,TEXT,30,OK,14
1770672188525,TEXT,30,OK,10
1770672188525,TEXT,30,OK,18
1770672188514,TEXT,42,OK,14
1770672188524,TEXT,32,OK,10
1770672188524,TEXT,32,OK,20
1770672188524,TEXT,32,OK,14
1770672188524,TEXT,32,OK,19
1770672188513,TEXT,42,OK,16
1770672188514,TEXT,42,OK,17
1770672188514,TEXT,42,OK,12
1770672188516,TEXT,40,OK,18
1770672188515,TEXT,41,OK,11
1770672188516,TEXT,40,OK,5
1770672188515,TEXT,41,OK,8
1770672188515,TEXT,41,OK,18
1770672188515,TEXT,41,OK,10
